,listing_id,sentiment_polarity,sentiment_sub
0,18666,0.35958333333333337,0.5395833333333334
1,18674,0.2255511126300601,0.5265403280929597
2,21605,0.3546417076275608,0.6186831546107984
3,23197,0.3324312663798644,0.571535133264105
4,25786,0.3989517217550789,0.6211725499037987
5,31377,0.4666666666666666,0.6666666666666666
6,31380,0.32103937728937737,0.6175402930402932
7,31958,0.3552301080788911,0.6160143995820622
8,32471,0.2857349966440521,0.5793058305414152
9,32615,0.3737422089254551,0.6077329011883985
10,32711,0.3143080967618423,0.5547096164966201
11,34241,0.20123490544543168,0.4785900356952987
12,34981,0.3224428777566064,0.5563196004993752
13,35379,0.3705163082700509,0.603753279205685
14,35388,0.3767274436284499,0.5998731320218358
15,35390,0.3578541413339518,0.5921171047325783
16,35392,0.3608394088224633,0.5982653948381645
17,36763,0.3397806558800087,0.594326822994856
18,40983,0.3421186352571759,0.6070041326648197
19,46153,0.15681818181818186,0.5155303030303031
20,49213,0.3985351444171817,0.5997852296134737
21,49968,0.3668965259059598,0.5872677601922885
22,50066,0.3545133377425045,0.6267912257495587
23,58512,0.3279068752814776,0.6014134080415929
24,61444,0.3535817567848818,0.5991337481962483
25,66037,0.3381826262626266,0.58692527028527
26,67065,0.3334897465651077,0.538777676395005
27,68547,0.360049814822364,0.588810051346979
28,70099,0.3732202015937416,0.6045625373507297
29,71520,0.3640833333333333,0.5966666666666667
30,71553,0.3259263009080161,0.5864531619385343
31,71603,0.4005035978190337,0.6317980379054207
32,72436,0.3643084253622203,0.5905763646844252
33,73455,0.3471294307128891,0.5792005244699856
34,73683,0.3843085889372136,0.5964036040635796
35,73692,0.3105842126623376,0.5658893298059962
36,73693,0.320575665730533,0.5652544824889956
37,73700,0.2919383389336265,0.5564221918586996
38,74562,0.38273179369218396,0.6069075522893389
39,75003,0.4190759693205344,0.6423969508752119
40,75411,0.4070068565400842,0.5591350210970465
41,80004,0.3562230836314906,0.6019714307251622
42,83283,0.30450401724058396,0.5718250626386012
43,89756,0.4203986081747708,0.6007945736434109
44,89776,0.3787201704235755,0.6017094292116594
45,95719,0.3750090134256321,0.5960207976529678
46,97529,0.3890468190306423,0.6034533231474407
47,100256,0.3012356860432966,0.5941050282546884
48,104485,0.33799177505332617,0.5806028393551749
49,107437,0.3335320698871836,0.5697208791208787
50,109462,0.0,0.0
51,110041,0.3399337121212121,0.5731508967223252
52,110098,0.21997416868845446,0.5307173144316002
53,112538,0.3067481953716431,0.5530487067528105
54,117010,0.3651617368860241,0.5631743111257675
55,118228,0.26268991366448996,0.538587754053856
56,119546,0.355812081233036,0.5878874430810421
57,128463,0.3745294053010611,0.5952623092625822
58,130227,0.3802635575475247,0.6207308488612839
59,135513,0.34133416794642324,0.5740064451377302
60,136670,0.3978528066855877,0.6113972984337221
61,138055,0.3781395251872636,0.6043659616021426
62,142121,0.3159351873583801,0.554959361254542
63,144471,0.3368865938520543,0.5817466488190173
64,147275,0.2550180822761467,0.5440814919847173
65,153376,0.5338281250000001,0.7241666666666665
66,154281,0.35414228313805546,0.6021345391816612
67,154437,0.3886247649919524,0.6468647202470726
68,158238,0.32355959938926465,0.5453588426795855
69,162091,0.3150204915251936,0.5840749976251541
70,163490,0.36211659373801397,0.5927264049541956
71,164456,0.35311018838197505,0.5771949542372077
72,171646,0.39698525141897617,0.5805979628127279
73,171816,0.36334375,0.6729999999999999
74,174382,0.0,0.0
75,179488,0.3594568512028826,0.5667076280568346
76,179550,0.2403837719298245,0.4767543859649122
77,179619,0.33066419568631944,0.5731794025378099
78,181824,0.38565608004383545,0.6123014009039569
79,184516,0.32114328809077525,0.5927136981002958
80,186540,0.3922275559726732,0.6032043650793653
81,186542,0.4302631639535449,0.6260204081632651
82,186598,0.3666487306351634,0.61158723607824
83,190348,0.5499999999999999,0.6944444444444445
84,193923,0.3371742866048251,0.5933130234910963
85,194460,0.3338413621528012,0.5828681639366674
86,196021,0.37847620904870427,0.6027896964146948
87,196196,0.3240349757709167,0.5985172993928756
88,198958,0.3565246796392976,0.5475615672625639
89,199422,0.3486754853697384,0.5754137011764128
90,199794,0.38147302490875895,0.5935102232983589
91,206122,0.34304241359772514,0.5929611754438583
92,206167,0.4015120821734897,0.6161924815565591
93,206846,0.3835242780153632,0.61871956102002
94,209673,0.3749922287599721,0.5993161913926711
95,213296,0.35161081977702724,0.5825634253970899
96,213368,0.3903335111255752,0.6023773104381697
97,213581,0.32532934250049383,0.5866124169554724
98,214970,0.33743152358616946,0.6272684627722648
99,216699,0.40069374096230864,0.6021314712781553
100,218503,0.386042035061132,0.5972231266675712
101,228638,0.37057622408566665,0.6204514829694684
102,232400,0.3869974341377258,0.6157616941111305
103,234375,0.2980490582383187,0.5623066174826739
104,238703,0.30771751432002925,0.5855351643613838
105,239492,0.3306600246765429,0.5769361572458188
106,239821,0.2139781598183237,0.5782982045277125
107,250016,0.35226608187134495,0.5445906432748538
108,251424,0.32948096790255377,0.6195151796077722
109,252232,0.31265700242544786,0.5915421566049506
110,255195,0.3190765371870398,0.5907535591556209
111,256354,0.33875263648027304,0.5896918192918196
112,256628,0.32964876836845336,0.5859243898604976
113,256677,0.3083319990464376,0.5690374657859779
114,256982,0.3581573886006284,0.5885883730781692
115,261750,0.145343956809474,0.538284569836294
116,264125,0.3334416995529103,0.5595632688143234
117,265491,0.3877184424539856,0.6335205778680447
118,267816,0.3910923032407408,0.6314197530864198
119,268017,0.2733333333333333,0.5185714285714287
120,268022,0.11789267945984368,0.550863539445629
